entity_id,quality,country,country_code,place,description
us-ofac.75637020f04dd8205f898dce5c6abc24ff46e5e8,strong,,,Mexico,
us-ofac.a15c205c98042b7850c35826a745595c074c2e12,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.033cebc79a02e1a66f40582874697aa5d13ec471,strong,,,"Badiraguato, Sinaloa, Mexico",
us-ofac.7742296ea15cd4b98447c30e6543a915c0bb3a90,strong,,,"Caucasia, Antioquia, Colombia",
us-ofac.96088d6d975e4ad4e3e497e1cdd51ae0019ccf6e,strong,,,"Badiraguato, Sinaloa, Mexico",
us-ofac.59dc5d0bf4317937b4596e365fb557e3ae38aa61,strong,,,"Miravalles, Vizcaya, Spain",
us-ofac.fa2de6e93d4da3eefb7abb193a809dcba5c0a557,strong,,,"Brydah, Saudi Arabia",
us-ofac.046cf8b1bd527dcd47ca1666fdbdb14a61fb7615,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.8216768cd8bd9bc49965b4100cab6b8789971545,strong,,,"Guatemala City, Guatemala",
us-ofac.e1d75b2b53b777ac5c2e2c1eae87f07eb8c70391,strong,,,"Bonn, Germany",
us-ofac.4819d117559f6417479b1bea31af6c0b736aa534,strong,,,"Bonn, Germany",
us-ofac.8b4f669b17efd089de9f0ad178558aaf2624a391,strong,,,"Ludwigshafen, Germany",
us-ofac.d5c11916e7e75bd97261cc4edaa56e79cef810c1,strong,,,"Mardin, Turkey",
us-ofac.7af737d14a049f84e773976d5f2f2918236cca81,strong,,,"Bingol, Turkey",
us-ofac.7af737d14a049f84e773976d5f2f2918236cca81,weak,,,"Deric, Turkey",
us-ofac.d3ef904076fee03cf61f8be0fa822b2e9b18136c,strong,,,"Bozova, Sanliurfa, Turkey",
us-ofac.9f3d8f683407b91e0e9a85956beb3468ec967157,strong,,,"Mardin, Turkey",
us-ofac.872dc83bb82f6bbe654d9ec4c5427cfa69d6cbd2,strong,,,"Oita Kyushu, Japan",
us-ofac.ed11b6d4ee0826c2ba69d7065b3053a0a5f6d798,strong,,,"Tsushimasi, Aichi Prefecture, Japan",
us-ofac.81d87659058e197dfa4895550c37b535b2683e9a,strong,,,"Nizhny Novgorod, Russia",
us-ofac.86500437c72d24999c50374e009d4e78768f58d7,strong,,,"Tashkent, Uzbekistan",
us-ofac.346105245c80fa3cc761e44f1856da4e684fe449,strong,,,"Dzerzhinsk, Nizhny Novgorod, Russia",
us-ofac.354915affbe7e44c7f26689834eeb7db8c001e30,strong,,,"Sour, Lebanon",
us-ofac.d13f6c6ea42174b7c9f203c9d01c711d2557ff2f,strong,,,"Leningrad, Russia",
us-ofac.70f6dc5d3e719f5c00d7ca2ac403604de3420493,strong,,,Russia,
us-ofac.837426ae294ccac2a91db91f83fd250485ba49b0,strong,,,"Tulungagung, Indonesia",
us-ofac.03546dd8d129f72f83a35abb08392099408f18f6,strong,,,"Sukoharjo, Indonesia",
us-ofac.d52dda3d0a6d6c73d5332dbeb89cc71634fbcb29,strong,,,"Mumbai (Bombay), India",
us-ofac.75ee07cc96a0e2950c27e4d521e44ec4745a8abb,strong,,,"Mumbai (Bombay), India",
us-ofac.7e58f8b1a70c71fdef635b9b3bda641f1fc30541,strong,,,"Mashhad, Iran",
us-ofac.d2d403f233020c36ed1c5b515df28dbe4bf90981,strong,,,"Zapopan, Jalisco, Mexico",
us-ofac.b5ff5c97732e09a94f45445d8708a23789691274,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.0bfbdaa54e0ab33e5859c03ca4106f8ff0b5a672,strong,,,"Nava, Lash Kargah, Afghanistan",
us-ofac.be31e955f1b61099bb2e93ae0d31dc7c31c054d4,strong,,,Nawzad District of Helmand Province,
us-ofac.2369b5f898f46018e4b3694f4908458004dd7bf9,strong,,,"Sinaloa, Mexico",
us-ofac.dfea77595ebcd9070d71eac879b7756dc33e3e15,strong,,,"Sinaloa, Mexico",
us-ofac.f14ee17578ab998756340bd1ff9aae07d413866e,strong,,,"Badiraguato, Sinaloa, Mexico",
us-ofac.07019a91eac4b9ac87c2d9e23827143e220736d5,strong,,,"Chihuahua, Mexico",
us-ofac.c45f048a85ce040f17263d34eba5e37187350a51,strong,,,Austria,
us-ofac.9d4e0d31182ec760e9e0908c1640a0078c1857a2,strong,,,"Kandahar, Afghanistan",
us-ofac.25800077d306212f649a7abe13ef61b0e5201db4,strong,,,"Aki Village, Zadran District, Paktiya Province, Afghanistan",
us-ofac.899c5799216ac99e3f3596fc7c00d55d3273e2c4,strong,,,"Rustavi, Georgia",
us-ofac.b6fff070c9b8d0750139a50c6cf613b53e643685,strong,,,"Rustavi, Georgia",
us-ofac.114bb3dffb05ad1cdf7952d13bfe083cfd436fb0,strong,,,"Rustavi, Georgia",
us-ofac.114bb3dffb05ad1cdf7952d13bfe083cfd436fb0,weak,,,"Kutaisi, Georgia",
us-ofac.f38cef07f7c90244f27d8f675c94d232ed542a07,strong,,,"Pec, Kosovo",
us-ofac.133b67ba0c964c71137b959727b37ee7c0df0703,strong,,,"Sinaloa, Mexico",
us-ofac.0e2cf6491a3e775f207536a36187f72f0427253c,strong,,,"Herat, Afghanistan",
us-ofac.6df7d74fbf0e290ccfd9997a8de9bed38348da31,strong,,,"Tuxpan, Veracruz, Mexico",
us-ofac.d615e68272760b37b6fa70e52f264786edafec96,strong,,,"Policarpa, Narino, Colombia",
us-ofac.81d59266bd4d8a13b8eaca7fd44d8ae315fabf1d,strong,,,"Caqueta, Florencia, Colombia",
us-ofac.8c1cfbc1451eb9888b54822d6e10ce997593c5ac,strong,,,"Policarpa, Narino, Colombia",
us-ofac.6509811061e0c107392a98630021787a5a1da817,strong,,,"Policarpa, Narino, Colombia",
us-ofac.56dc08d21b7ca70f05778f3856a15981d46ba19d,strong,,,Kenya,
us-ofac.56dc08d21b7ca70f05778f3856a15981d46ba19d,weak,,,"Lamu Island, Kenya",
us-ofac.32554eefd5e6a978ac1a2643c777351d3c575a52,strong,,,"Coahuila, Mexico",
us-ofac.4f08a89dca9cc8502d65fac126b3814658b8fa90,strong,,,"Sonora, Mexico",
us-ofac.ce0afd642a0d16083a20f5aa4330d92ecdfc3a39,strong,,,"Coahuila, Mexico",
us-ofac.43a688e29a1134ffe0b615ae91f5606f61248d6d,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.1b45794635615ecd39840ad394f0f0c62cc4975e,strong,,,"Rabak, Sudan",
us-ofac.7b8f5bf5e4591943688768737e442ef8ad85a7a3,strong,,,"Mombasa, Kenya",
us-ofac.fd2c696597a2dfb15f7e40526d8b5ef8a036251a,strong,,,Kenya,
us-ofac.e681051cee9653c4dc59d4d46f8a5ec5c43e7f3b,strong,,,"Sinaloa, Mexico",
us-ofac.643595eaf26060383648b332008297814d718094,strong,,,"Bogota, Colombia",
us-ofac.9b3a213ef34efac291ea9f4e167d93f481c22ce1,strong,,,"Bogota, Colombia",
us-ofac.0d54015bbacf44e6cf3e343ff5773f2a199b1861,strong,,,"Al Qalamun, Lebanon",
us-ofac.4388a574773d9c1949f824b950c43daa67234a7b,strong,,,"Ainata, Lebanon",
us-ofac.4388a574773d9c1949f824b950c43daa67234a7b,weak,,,"Kuntair, The Gambia",
us-ofac.b70cc0f6f1be6e18c43d43e9ac218811fd77d9d6,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.64671e0c301c6530b84d714e2ceb55adc0654678,strong,,,"San Luis Rio Colorado, Sinaloa, Mexico",
us-ofac.ba460e3286682e60c52408843e2d36f366d96843,strong,,,"Bacacoragua, Badiraguato, Sinaloa, Mexico",
us-ofac.650b6b3378882a3054e3a1d651547ff961d4cb48,strong,,,"Esparta, La Ceiba, Honduras",
us-ofac.dda3510defc29b7a42ab6ef80cc6cc83354e01ca,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.4931413269cc58f6ed6be2afbc89123922e41735,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.246f4f63d1b91891d4e69bac20d204de2f55e805,strong,,,"Jwaya, Lebanon",
us-ofac.246f4f63d1b91891d4e69bac20d204de2f55e805,weak,,,"Dakar, Senegal",
us-ofac.a4b89a7b6191a8f6bfa54301ba65e68b27d9b86c,strong,,,"Ansarie, Lebanon",
us-ofac.a0556c6a0b08a185f160316242f110931c7df85b,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.7853a00e9d9b0ec15d0f714946860ab1db26a841,strong,,,"Al-Ghobeiry, Beirut, Lebanon",
us-ofac.56fd5093a2770e8d1a32de373fb33a515bc125ee,strong,,,"Durango, Mexico",
us-ofac.fc7b8c64c11abaffad31022584f9f92131125177,strong,,,Guatemala,
us-ofac.588bab0dd97b777bf5fbf67a065d175a878929eb,strong,,,"Pericos, Sinaloa, Mexico",
us-ofac.86617bf882d41339122f543fc31d4f04f2e4b167,strong,,,Guatemala,
us-ofac.04bc2a8c47088f3bcb8911cfdc8c4a383618d949,strong,,,"Daraa, Syria",
us-ofac.64741ade9d8e5e7a22c8bd91fddea22555d6e11d,strong,,,"Bacacoragua, Badiraguato, Sinaloa, Mexico",
us-ofac.5de3f8bfa54b41ddd7adf82e51023a827865baec,strong,,,"Tepeaca, Puebla, Mexico",
us-ofac.82785e006993857edce9626beb49719e6d334e35,strong,,,Honduras,
us-ofac.3d7db00dfddac81f8be3ca9c77c92f9a97b463ef,strong,,,"Navojoa, Sinaloa, Mexico",
us-ofac.0d0733a55c32a9f6932405ee8b36c0108bf25dd8,weak,,,"Qilla Abdullah, Pakistan",
us-ofac.0d0733a55c32a9f6932405ee8b36c0108bf25dd8,strong,,,"Mirmandaw Village, Nahr-e Saraj District, Helmand Province, Afghanistan",
us-ofac.0d0733a55c32a9f6932405ee8b36c0108bf25dd8,weak,,,"Mirmadaw Village, Gereshk District, Helmand Province, Afghanistan",
us-ofac.c27879236020f1b0de215a317548cbf99fb7edfa,weak,,,"Qal'ah Abdulla, Pakistan",
us-ofac.c27879236020f1b0de215a317548cbf99fb7edfa,strong,,,"Zumbaleh Village, Nahr-e Saraj District, Helmand Province, Afghanistan",
us-ofac.c27879236020f1b0de215a317548cbf99fb7edfa,weak,,,"Mirmadaw Village, Gereshk District, Helmand Province, Afghanistan",
us-ofac.5297e68985e08d9186ada3e5abc096acbba3f671,strong,,,"Shekau Village, Yobe State, Nigeria",
us-ofac.98498988644183bf636adb8d142c5ac04107ce55,strong,,,"Maiduguri, Nigeria",
us-ofac.3152c74a67dbadd1473868c862e4bd9ffeee1d3c,strong,,,"Maiduguri, Nigeria",
us-ofac.bf68a70d7c7473a012f38b957b0a37da19c65be7,strong,,,"San Sebastina, Guipuzcoa, Spain",
us-ofac.ff6ddd9e4b38ada7107c3ff71b0327dca177850c,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.ff6ddd9e4b38ada7107c3ff71b0327dca177850c,weak,,,"Baja, California, Mexico",
us-ofac.71f99e5761f193eff180b7398208075506b78bad,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.00e95d2b719deb11333f839a33976f8a2decc899,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.6ca286504af97af5307319dd432a72382b82cf3a,strong,,,"Acambaro, Guanajuato, Mexico",
us-ofac.fbfa9d2fbaa779ef3f1fc86e7a878538a02e8fb1,strong,,,"Distrito Federal, Mexico",
us-ofac.0b8c7eb99d7ec23828fa27b1001d341bed083b7c,strong,,,"Corozal, Belize",
us-ofac.82625ac052b1994cb1abb303c64cc7c6bf0c31cc,strong,,,"Idleb, Syria",
us-ofac.67e756be3fb8d36e851e4085608efb43f6522c8f,strong,,,"Damascus, Syria",
us-ofac.2cd79ee80faad84206765511d9dedd2886de94ca,strong,,,"Lattakia, Syria",
us-ofac.b43ae2440971c237539511e95ab1b0c4d4e90077,strong,,,"Damascus, Syria",
us-ofac.dc901ad230383a0e2ca25882b223beb7d4cce6b0,strong,,,"Aleppo, Syria",
us-ofac.5b95e28b963ac23fd57437204188b6576a5f98a2,strong,,,"Aleppo, Syria",
us-ofac.c2082569fb4e710a20b3244eaf00080cbee5fcef,strong,,,"Lattakia, Syria",
us-ofac.8be879436eaaf5469337a673d7caf89c57e737f0,strong,,,"Hama, Syria",
us-ofac.a9698cd1971358fdf6d23591837b4e355fe92c6d,strong,,,"Homs, Syria",
us-ofac.ef1e7eea64926f8a913b7b0efbf753887ce68d02,strong,,,"Damascus, Syria",
us-ofac.dbb1ffc7798e6ac891b22690972e87cebe3536d8,strong,,,"Damascus, Syria",
us-ofac.39c883b60a7ec98066b27f16d19cf8aa54ed06df,strong,,,"Hasaka, Syria",
us-ofac.6a75a8cf191b7da78797ec84356b1a43b86079d5,strong,,,"Damascus, Syria",
us-ofac.b5a677daa44bb68f3b30ba32361cd669b0fae082,strong,,,"Hama, Syria",
us-ofac.d9bf21e033c51a1bb542a8e8e8ef1ef63cb8259e,strong,,,"Aleppo, Syria",
us-ofac.f449abef7b25d5327b569258029a2f3e8a0e1505,strong,,,"Muharraq, Bahrain",
us-ofac.9c0008add579b980d89d4757c3dcff91711e5216,strong,,,"Damascus, Syria",
us-ofac.4705127983618859d38719ade7c31659dc589448,strong,,,"Tartus, Syria",
us-ofac.41e7bc6d56bd0430eb461350f8fbe95a9fca62a1,strong,,,"Aleppo, Syria",
us-ofac.07d5cca5c1d74c111e53cf9ea82dd37b1ed7ff95,strong,,,"Raqqa, Syria",
us-ofac.bcdfe65ec6a30aed39612c0427177219bdbe7dd4,strong,,,"Aleppo, Syria",
us-ofac.05bf08d8070a6f25593d83385d793cb88b91c252,strong,,,"Sweida, Syria",
us-ofac.405d6fbabbb57fedbd9948085eeba761882e8209,strong,,,"Daraa, Syria",
us-ofac.3fe3670e0290c78aac087b37a85277c5a47525c7,strong,,,"Hama, Syria",
us-ofac.0c57115127a1ae96d96d800027b02c958cdb8f63,strong,,,"Tartous, Syria",
us-ofac.18df6150186e6761198c676dc40fde1006415d42,strong,,,"near Damascus, Syria",
us-ofac.e77c176336b0820dff72a3be82fdd634c93fb0e5,strong,,,"Damascus, Syria",
us-ofac.0fe2bca2e27a0295312c82f97c043611aefd5867,strong,,,"Damascus, Syria",
us-ofac.c0fbd84374cd26b017e12cdbcc501da67da74043,strong,,,"Giugliano, Campania, Italy",
us-ofac.a9838fbc9d4202a1b1fe3c2bdeae0e06ac497652,strong,,,"Casal di Principe, Italy",
us-ofac.38fd3fdf3852e4b75e1c1bd2efc76f580c143e42,strong,,,"Naples, Italy",
us-ofac.d22b52dc3965203c5dfe0834da1455565d949534,strong,,,"San Cipriano d'Aversa, Italy",
us-ofac.bbac4ccd6a59dd7db243c69a5726286ba531f6ae,strong,,,"San Cipriano d'Aversa, Italy",
us-ofac.bc8565f456dea787389912d3ff0cb9cb52eca212,strong,,,"Lakhi Village, Hazarjuft Area, Garmsir District, Helmand Province, Afghanistan",
us-ofac.bc8565f456dea787389912d3ff0cb9cb52eca212,weak,,,"Laki Village, Garmsir District, Helmand Province, Afghanistan",
us-ofac.bc8565f456dea787389912d3ff0cb9cb52eca212,weak,,,"Lakari Village, Garmsir District, Helmand Province, Afghanistan",
us-ofac.bc8565f456dea787389912d3ff0cb9cb52eca212,weak,,,"Darvishan, Garmsir District, Helmand Province, Afghanistan",
us-ofac.bc8565f456dea787389912d3ff0cb9cb52eca212,weak,,,"De Luy Wiyalah Village, Garmsir District, Helmand Province, Afghanistan",
us-ofac.340600a94db8053f2aabf493da60b94d1978ec6d,strong,,,"Tarayya, Lebanon",
us-ofac.340600a94db8053f2aabf493da60b94d1978ec6d,weak,,,"Sojad, Lebanon",
us-ofac.7aa839dd354767bad0cfa0032751567f9e51e4b1,strong,,,"Chihuahua, Mexico",
us-ofac.fd5ebf116689bf1da95b9c65567b5a08e785910d,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.fe805f3a2aa7535f67e35e4a850c80f49b5f1a2a,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.c455c5db18ef3f8470a4713b7f07b67cc29f5470,strong,,,"Baja California Norte, Mexico",
us-ofac.8811728964805566fef75fb63c69d6ddf32b0488,strong,,,"Al Baraka, Saudi Arabia",
us-ofac.cfe92807402a2188e0c0e7ce1d1e0ce834ecfff2,strong,,,"Hama, Syria",
us-ofac.7a668258f45af555849ffc804c9eda12c65cc067,strong,,,"Caracas, Venezuela",
us-ofac.1929e0487d22882c385734097a443468323a2e0d,strong,,,"Lahore, Pakistan",
us-ofac.1299b68be7ad891e54f3f597b69201345cb20cf0,strong,,,"Bhalwal, Sargodha District, Punjab Province, Pakistan",
us-ofac.a3ca5f9907a237bd4346e9721e5ea8f1388d7033,strong,,,"Faisalabad, Pakistan",
us-ofac.a3ca5f9907a237bd4346e9721e5ea8f1388d7033,weak,,,"Jeda Walah, Punjab Province, Pakistan",
us-ofac.b9e30e9011c3c3bddee580fda2facafb3005736b,strong,,,"Lahore, Pakistan",
us-ofac.a3ee2663a8218d7b971d709c4b61a23714c00be3,strong,,,"Bahawalpur, Punjab, Pakistan",
us-ofac.68b9b8beb7c4fc00786c7b0f487b5053116ea4fb,strong,,,"Sheikhupura, Punjab Province, Pakistan",
us-ofac.3b27e1571e2f4c051fb284f1392e35e9de65ef62,strong,,,"Abbottabad, Pakistan",
us-ofac.c315abd9d9451caf2e0dba8ef1043a1e12b8cc7a,strong,,,"Sarghoda, Punjab Province, Pakistan",
us-ofac.007d6e87491afcaaab85edf8893597cc00a14570,weak,,,"Coahuila, Mexico",
us-ofac.007d6e87491afcaaab85edf8893597cc00a14570,strong,,,"Ciudad Acuna, Coahuila, Mexico",
us-ofac.5bd946d98816d6f5e5af385b9cbd977d4ccd138c,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.12ecc60ab4e56f966f8f828e70fed92df41051dc,strong,,,"Durango, Mexico",
us-ofac.8273836d6d8bddd241fc4a760917dc417fe9bf88,strong,,,"Qandahar, Afghanistan",
us-ofac.eb1fc5856ccc39b7497f2b651753653a1e6f8d2b,strong,,,"Buraydah, Saudi Arabia",
us-ofac.de7265ecfad348c1ef599986a761f55728d35785,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.422ad5108a4ebb874965ddad24740fc94a956ae8,strong,,,"Ocotlan, Jalisco, Mexico",
us-ofac.722fcf1d15995f92c113b11239f115de9cac2c14,strong,,,"Navolato, Sinaloa, Mexico",
us-ofac.56450cd72143ae7251f477ab621da4cd946e264e,strong,,,"Rutshuru, Democratic Republic of the Congo",
us-ofac.b94c8b7835929b1f5071953617394da438d9631a,strong,,,"Bolivar, Valle de Cauca, Colombia",
us-ofac.08131a08bd5d2496e3dcb4f9ce57f82da87e34d4,strong,,,"Kabul, Afghanistan",
us-ofac.327b3a21098b5722f23b6f53dda05ea9d89e388c,strong,,,"Eghlid, Fars Province, Iran",
us-ofac.a79a2f0bcd344c5c8e28b39255d9be848b7fed69,strong,,,"Maragheh, Iran",
us-ofac.012356c43d1ca4c60f686e347aa72625afa3b52b,strong,,,"Sarkan, Hamedan Province, Iran",
us-ofac.c47818ed7b55af9fc102628f593eb7f5b8466f35,strong,,,"Dezful, Khuzentan Province, Iran",
us-ofac.18cd7d60015959b8f5cef16de99f27112688b44c,strong,,,"al-Amarah, Iraq",
us-ofac.0a81aaf0f80c5074a4f91787add166053d1dadd9,strong,,,Iran,
us-ofac.1ada8391ad4afd1a468d2fc736f5837cbbb7b100,strong,,,"Baghdad, Iraq",
us-ofac.0d0df30a3c96cc3f276f73f6e27255c9b3be8b97,strong,,,"Aleppo, Syria",
us-ofac.98d3755ddf4189b5d31560fb12a36e198a55aa10,strong,,,"Aleppo, Syria",
us-ofac.07548cbdf7e47143631ed6fc065d11e1b57b437b,strong,,,"Aleppo, Syria",
us-ofac.a559ad8df0289163c1bef315fd8772d569edb6e1,strong,,,"Abadan, Iran",
us-ofac.b852c8af40b6f5740bedb93369d8dbcde935fd94,strong,,,"Isfahan, Iran",
us-ofac.ab1027b27e8aec5f26f7d5d7858ff85132f77f74,strong,,,Pakistan,
us-ofac.72e214e1580ac041ddde60d4dadbc461a1608c8c,strong,,,Pakistan,
us-ofac.0e56a27c2d5c4aa53050aa779485d2e0149eb825,strong,,,"Beirut, Lebanon",
us-ofac.0e56a27c2d5c4aa53050aa779485d2e0149eb825,weak,,,"Al-Karradah, Baghdad, Iraq",
us-ofac.03585dab9392b250fac7b9469b0b1dba3c1e2faf,strong,,,"Latakia, Syria",
us-ofac.fd9fc8463397239319070ec26d4b118f1a3e31b4,strong,,,"Al-Shura, Mosul, Iraq",
us-ofac.fd9fc8463397239319070ec26d4b118f1a3e31b4,weak,,,"Harara, Ninawa Province, Iraq",
us-ofac.02a2bc0e3536de69d8543ae80baa4758beb33139,strong,,,"Damascus, Syria",
us-ofac.6fd877fa98a9d309d176d21d6c0ca968c451704f,strong,,,"San Cipriano D'Aversa, Italy",
us-ofac.7343788d947d2c66c845c710a09da1e3cc754a4d,strong,,,"San Cipriano D'Aversa, Italy",
us-ofac.f0fb453298e3338429f021096c03814f429d74ae,strong,,,"San Cipriano D'Aversa, Italy",
us-ofac.ac2594979d613a300ef4f96211b99bcdce358ef0,strong,,,"San Cipriano D'Aversa, Italy",
us-ofac.c7285c8fccfd1b9f1d510b9c304f5da3f7175171,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.53f66bc65d4eee3af040d38e06773ab02ac7dc07,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.c088b5716e2424d1fab8920c5296a2f3d04501f0,weak,,,"Guadalajara, Jalisco, Mexico",
us-ofac.c088b5716e2424d1fab8920c5296a2f3d04501f0,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.ae3e735826169cfdcc617a5db7cf9f6faa45aeeb,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.bf96fb02b9b4f9009793890a6c366ebd163a41ab,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.05e5a2c7002f0b2a47ae268bc92dc46aa08fe624,weak,,,"Culiacan, Sinaloa, Mexico",
us-ofac.05e5a2c7002f0b2a47ae268bc92dc46aa08fe624,strong,,,"Badiraguato, Sinaloa, Mexico",
us-ofac.78fc89866f941f9f684ab39cbfa769fbdbfc02ed,strong,,,"Iztacalco, Distrito Federal, Mexico",
us-ofac.110b91236a392d3334ac9cce7e6c131ff800bea7,strong,,,"Nouakchott, Mauritania",
us-ofac.8ef8742a485684ab821b1250e4bd5442f82dd2f0,strong,,,Mali,
us-ofac.422daf6a4a49f650d9604226a4402e5c2fbac066,strong,,,"Lusamambo, Lubero territory, Democratic Republic of the Congo",
us-ofac.d3529922d4d561b1742a60d674f026957e7422a8,strong,,,"Bunagana, Rutshuru territory, Democratic Republic of the Congo",
us-ofac.6cdc864d76ae80d2fbcf3ca3d3aa392250ea934b,strong,,,"Tehran, Iran",
us-ofac.fb56eb9db97bf4d2580476612aaa4a052de7a875,strong,,,"Jouar, Lebanon",
us-ofac.745850ac488d33688c4882962bba60843c7e74f4,strong,,,"Tbilisi, Georgia",
us-ofac.ebff32422ac2fff02e3bc2e6c457fda63fb114f7,strong,,,"Naryn, Kyrgyzstan",
us-ofac.daf19a0c8f63e675740415d6df25667e83e23bac,strong,,,Sudan,
us-ofac.8732da806f35d6ea3dc2382ab17b330703ce439a,strong,,,Sudan,
us-ofac.ae71adbf6882690db6522c1495a519bc113bac18,strong,,,"Nuevo Laredo, Tamaulipas, Mexico",
us-ofac.89bc6667cb99d52323edb9fe43ecc34e8f25e922,strong,,,"Nuevo Laredo, Tamaulipas, Mexico",
us-ofac.e9ff0f7bf9ba850aa28aa87ff0485bc7fa482b69,strong,,,Japan,
us-ofac.38e1a2f4eaed4a106815eb5bb35cdfcfbe4f8226,strong,,,"Kawasaki, Kanagawa Prefecture, Japan",
us-ofac.89203740859f4ce6bacc2cf616dc1a95af24f56d,strong,,,"Restrepo, Meta, Colombia",
us-ofac.1ffac6716a61964817867480381b109cbd7f1e21,strong,,,"Kaesong, DPRK",
us-ofac.e96ccb1c4b8e5a50269251a45e93d562d1063bf0,strong,,,"Pihuamo, Jalisco",
us-ofac.c21d8143aa0ddcac604e89da80048407527824e1,strong,,,"Tecalitlan, Jalisco",
us-ofac.3005f0241e42f67f86e2498d2e5699401fec89e8,strong,,,"Guadalajara, Jalisco",
us-ofac.3602e7c9f73f5bac0d2d5d107e2117eacffcc223,strong,,,"Tonila, Jalsico",
us-ofac.a407cd92e4d8c9122ff23fc4d01e166cbc3458db,strong,,,"Dammam, Saudi Arabia",
us-ofac.e4dfd6d76add44f78df3357020a1f076215335fc,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.4102df908dfc077c09711578c54fae7b1bb3f777,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.b8655b4200d1f562b00ae0c5822ded0b5a0a062d,strong,,,"Cartagena, Colombia",
us-ofac.0f8bcee5f09ef95e8361293e111c571bd1dbe8d8,strong,,,"Cali, Colombia",
us-ofac.cec927446c91d424879b048cf0e208ab3c119d70,strong,,,"Bogota, Colombia",
us-ofac.146cf3742d7736c29c5fa19fa99b3425589d4642,strong,,,Democratic Republic of the Congo,
us-ofac.d3837d3896cd1e9faf06bd78c6628fc2e4b60134,strong,,,"Nangim County, Chagang Province, Democratic People's Republic of Korea",
us-ofac.e4bb0d46ed88d49060e6bbcd5c87cec9a2c3d6fd,strong,,,"Hamju County, South Hamgyong Province, Democratic People's Republic of Korea",
us-ofac.50713bf65ea7f1c98300ad36924cc1a5ed2c433c,strong,,,"Onso'ng County, North Hambuk Province, Democratic People's Republic of Korea",
us-ofac.34152b8f3a14ebb9db5a0b55bd5b5f902284f5f9,strong,,,"Escuinapa, Sinaloa, Mexico",
us-ofac.34152b8f3a14ebb9db5a0b55bd5b5f902284f5f9,weak,,,"Culiacan, Sinaloa, Mexico",
us-ofac.4ee1632e760a347c143f119e1004dc171b62e702,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.749464b2e382acd51b477310a2ec5ac823a4b02d,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.5f2217aae157e5008bcacd383df333649d312bb3,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.c5a5cf3877b0865bcc36af97eb0353e445e29cb0,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.cfeb044678f3119ab23c429105e33cd02357ef12,strong,,,"Quetta, Pakistan",
us-ofac.31c3570edbb99ea2738870be0de2015db78f2c6b,strong,,,"Tulua, Valle, Colombia",
us-ofac.b96cd6cb187b1f005e4c752c4610aca3a0c3afce,strong,,,"Tepatitlan de Morelos, Jalisco, Mexico",
us-ofac.6ac4edbdf797e8090e1522d42053ebe2fb010ba4,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.cce5b701942a952faae5874dbb6990b8449e110f,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.5f43a57f805650f19c6893cf7d777de7b8cf0087,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.b5cb2c4f557de7d57c8e5ed60a093f34c72b6383,strong,,,"Los Mochis, Sinaloa, Mexico",
us-ofac.0da98861199308df971d508d1365a2a0e3e4569f,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.2fe1650dcee524778e4d23040366cd5c88aff00b,strong,,,"Abeibara, Kidal Region, Mali",
us-ofac.58239c7ef88a85b461999b906aa6e92463c4f3ac,strong,,,"Torreon, Coahuila de Zaragoza, Mexico",
us-ofac.bf6e3cccb55af844db955015fc62c4a6e22fabd3,strong,,,"Baja California, Mexico",
us-ofac.5b278d2b9f3efbbdadcf70a4349c2e079ea93e6a,strong,,,"Ljubljana, Slovenia",
us-ofac.d94ba3a87392b7a382f745525b168b234bd4baef,strong,,,"Zacapa, Guatemala",
us-ofac.a26f3069f707515b6b15803f71bbbbcc7c97d914,strong,,,"Guerrero, Mexico",
