entity_id,quality,country,country_code,place,description
us-ofac.9608b30a2f4c17fb44301375762c7845f68d362a,strong,,,Kuwait,
us-ofac.392ac2304818aa66d5d50b89cc6dbc6dd13f88bc,strong,,,"Al-Bawgah, Sudan",
us-ofac.392ac2304818aa66d5d50b89cc6dbc6dd13f88bc,weak,,,"Albaouga, Sudan",
us-ofac.a468fdb77ca89cd34bbdb802573250b881ab1253,strong,,,"Jablah, Zama, Syria",
us-ofac.397c9edd167c17f7a6c2748bbbba27716eeed27d,strong,,,"Bogota, Colombia",
us-ofac.772fa515d3ebc7ae13c097a63ff06cae9b7de52b,strong,,,"San Martin, Meta, Colombia",
us-ofac.3418cc1744947e8f6345a98d95240aa9a68834d4,strong,,,"Frontino, Antioquia, Colombia",
us-ofac.af8955adc96a737d60d956cdd586340da21d90cb,strong,,,"San Francisco, Putumayo, Colombia",
us-ofac.720d64910a659205ff8d5361caddc09576d5a5fd,strong,,,"Puerto Berrio, Antioquia, Colombia",
us-ofac.cb927980f09d69801d0566929a29990b0c07fc08,strong,,,"San Jacinto, Bolivar, Colombia",
us-ofac.cb927980f09d69801d0566929a29990b0c07fc08,weak,,,"Cali, Colombia",
us-ofac.e961192638b93f4686fadaf1ce5bcbe1775731b8,strong,,,"Cartagena del Chaira, Caqueta, Colombia",
us-ofac.753009409b6dfb9ea1f99641747f15d514caab6b,strong,,,"El Doncello, Caqueta, Colombia",
us-ofac.1003110c995d72f74e6ac5b928125940a6957e47,strong,,,Colombia,
us-ofac.d9fc8a3e3acd5c612678f5fa710dddeb83a2423c,strong,,,"Mexicali, Baja California, Mexico",
us-ofac.cb01b16ef97a7894a6409a2005df88ccd4b53e00,strong,,,"Tijuana, Baja California, Mexico",
us-ofac.51842d09a14dc5ebbccc7f33cc4690c12407bf64,strong,,,"Ensenada, Baja California, Mexico",
us-ofac.25a96a140cb4fee37c17e50b1320c442f92796f5,strong,,,"Casimiro Castillo, Jalisco, Mexico",
us-ofac.c693b30bd82fa508f9fdb66d448061f7ff05dbf2,strong,,,"Aguila, Valle",
us-ofac.e688f82f0b76b2be674fb5b42c081f7781ee96f7,strong,,,"Cartago, Valle, Colombia",
us-ofac.0da1b7a6d53febe57b072b101f755cd51d7ad308,strong,,,"Cartago, Valle",
us-ofac.8fbe1ab963596dda233eae62b892dcb736ae0345,strong,,,"La Virginia, Risaralda, Colombia",
us-ofac.70a194c5e4262424cc100253ad9bab00d5205d25,strong,,,"Pereira, Risaralda, Colombia",
us-ofac.f64a511b9903f86895705fd9bc2e4dbf64af22b4,strong,,,"El Aguila, Valle, Colombia",
us-ofac.d2984edcf1739d5b661db04e1964d2d291424939,strong,,,"Olaqloo Sharbajer Village, al-Sulaymaniyah Governorate, Iraq",
us-ofac.d5af4ad77821c8202cbbd951f2f4237f996a25d7,strong,,,"Irkutsk, Russia",
us-ofac.7011df13f00d3eb3248d9ea59a692615324c7d84,strong,,,"Bunia, Democratic Republic of the Congo",
us-ofac.57b097db984ec99e1bfcec8bc9b70a5da01e13fb,strong,,,"Goma, Democratic Republic of the Congo",
us-ofac.b403cd384d178dee279add96617c6e81131895be,strong,,,"Rutshuru, North Kivu, Democratic Republic of the Congo",
us-ofac.db4bff683b5c4f85c911b99756ae4a10c3b5ad72,strong,,,"Nogoma-Butera, Rwanda",
us-ofac.ad2bebccb707a3b718884736eabfc535793e34df,strong,,,"Mousaitbe, Lebanon",
us-ofac.acf708a1ef31c0f89c58ac4c549adaf552737797,strong,,,"Rubtlatine, Lebanon",
us-ofac.acf708a1ef31c0f89c58ac4c549adaf552737797,weak,,,"Beirut, Lebanon",
us-ofac.bc901b9b7247fe6409c8b72bcdb846eea3b14a07,strong,,,"Al-Taybe, Lebanon",
us-ofac.b57d3f926c7ae149f1b14ec55b9b62512aaa6e48,strong,,,"Al-Taybe, Lebanon",
us-ofac.3f20c5b2c8b9b6302493e00769ffaf5ce53b5016,strong,,,"Khalia, Lebanon",
us-ofac.80b7cdaabc4c532c4ba694570886efb171c37cbc,strong,,,"Hermel, Lebanon",
us-ofac.c4cb1772c2ecec06b894a9434c63593d8da4fb00,strong,,,"Asuncion, Paraguay",
us-ofac.60dada19008220426e68617075c089f2cabbbe27,strong,,,"Rubtlatine, Lebanon",
us-ofac.4c5ce7721326dfb34013181544c58c9149cd41d5,strong,,,"Taibe, Lebanon",
us-ofac.dff8f248e6cb18f2859fc041190decdef40aca73,strong,,,"Damascus, Syria",
us-ofac.74fb21bf180d585cee783be7b43ed5e135ced4c7,strong,,,"El Fasher, Sudan",
us-ofac.74fb21bf180d585cee783be7b43ed5e135ced4c7,weak,,,"Al Fashir, Sudan",
us-ofac.3667c76a978613c5ff95ebe9c5db2191178969d3,strong,,,"Pretoria, South Africa",
us-ofac.c96b32e74371c3562d73471d2834658025bd3b59,strong,,,"Kosuta, Minsk district, Belarus",
us-ofac.9bfc67905428dd9a70e35e46fe1b91d84ac6a1ce,strong,,,"Slutsk, Minsk district, Belarus",
us-ofac.08cc8002330abbafd01a106c75cb573499a21bf7,strong,,,"Votnya, Belarus",
us-ofac.e4beb4b2da8ad220b94daa6a0341dbf82a7761ff,strong,,,"Vygonoshchi, Belarus",
us-ofac.5244f457a8a4a36a696ac6492fdf7c6420f068a7,strong,,,"Onory, Kirov district, Belarus",
us-ofac.4cb607cf78f7c83bb24e663496932e275c5ef6b6,strong,,,"Ariwara, DRC",
us-ofac.474307b16b6d8c734ca27274daed7bb067aeb089,strong,,,"Kordofan, Sudan",
us-ofac.13e3ab9252edc90d14fc2350cdfeff2251052634,strong,,,"Medellin, Colombia",
us-ofac.aed07fa07cabb101f92885d0ef2a329883161f25,strong,,,"Barranquilla, Colombia",
us-ofac.91570c9e192c61a4ae2cd14a3927b837f0e4c559,strong,,,"San Andres, Colombia",
us-ofac.a2acff52745c0a6e57084c0c8f4a7274fac889b8,strong,,,"Cali, Colombia",
us-ofac.2abb9ebb51b8f9cf5a0f6dc0ac733f7fd589e8cf,strong,,,"Medellin, Colombia",
us-ofac.fbb1817080baddd17cdd8cfa21c95f2621516661,strong,,,"Manzanares, Caldas, Colombia",
us-ofac.255defe28fb1908e0cd7e7e7185fc0239ccbaa46,strong,,,"Barranquilla, Colombia",
us-ofac.e5bdaa89db5a651bb7eef94662efbeb8904dacf1,strong,,,"Medellin, Colombia",
us-ofac.a3223235adbe1e45c984b832b1d21a658b58704c,strong,,,"Itagui, Antioquia, Colombia",
us-ofac.6832d53e69c4380ce18e7feee4316b0858291458,strong,,,Colombia,
us-ofac.2c50df14ad18fea5de2e24f9e38d05c5bab29605,strong,,,Colombia,
us-ofac.5ded6a0fa9d791348e214f776d2bdf18720c394a,strong,,,Colombia,
us-ofac.f408fac332832105123905d5d92811a071ef2aab,strong,,,Colombia,
us-ofac.843979427a5f43b5b965ab125d97fbf95aede3ed,strong,,,Colombia,
us-ofac.5957fb6e8bca873a54286bb7c68f7c8d1921c03f,strong,,,"San Andres, Colombia",
us-ofac.36ca0a2b83ceb6530f01daf2185f3d42b11479af,strong,,,Colombia,
us-ofac.2f22391fcb0a6fdb80c5ba225eb5fa082271bce6,strong,,,Honduras,
us-ofac.a446e3974808c71b7ac39092bfc9605ec9ab19ad,strong,,,Belize,
us-ofac.ce33df16df2bba47f7062758fe40bf4ecf11ab16,strong,,,Belize,
us-ofac.cfdbe99485eedad9166c083460b6aaf2eab5ee57,strong,,,"Toledo District, Belize",
us-ofac.4fc75cd67b44fad3a3b093cd2e5b96894ad57494,strong,,,Jamaica,
us-ofac.79f161ae9eb47a6575f6c0b81521ec97768c5601,strong,,,"Medellin, Colombia",
us-ofac.8b111bda0a1ca82bd14ecb490deec65485d511bf,strong,,,"Bogota, Colombia",
us-ofac.2058c957c37b26a6d20a488592255f2b5441f463,strong,,,"Manizales, Caldas, Colombia",
us-ofac.d18b73d9539f619bb6ea01143f6d1230a6296839,strong,,,"Bogota, Colombia",
us-ofac.cef55ec68480bd1f20fe1ed966f4bffce07bd5a5,strong,,,"Bogota, Colombia",
us-ofac.6b25d27dcd41ee3c7b49911eae29f8f5f25ab465,strong,,,Mexico,
us-ofac.36f2948493bc4385115f93736b95e73bb4e6a7d4,strong,,,Colombia,
us-ofac.2d679419a22514d05acd1544fba6c0a8cec67645,strong,,,Colombia,
us-ofac.13430e39a3f8e2dfc99cfc3ac875d8ede41b3a01,strong,,,"Barranquilla, Colombia",
us-ofac.80b050e1712106567e83c91ccbc72b16163b5747,strong,,,"Barranquilla, Colombia",
us-ofac.018d9c5e994931f9daa38493695abd3c31bd8d58,strong,,,Colombia,
us-ofac.a83b86eff3c2ce6c226c50ad62f6127a9c3da35e,strong,,,Colombia,
us-ofac.13768780ea056b9c061c63d058910cf74adc0c0b,strong,,,Colombia,
us-ofac.48d16166b9fa582c8aab1864e41425ecbe7d56ea,strong,,,Guatemala,
us-ofac.08edf43c517a0ff334ea452065c6df60f6aa1e0a,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.2da05f6af11add3fb20c9627e6e14bde12078da8,strong,,,"Tototlan, Jalisco, Mexico",
us-ofac.bc474e879fa4d3c024bb8b98745dc632074176af,strong,,,"Guadalajara, Jalisco, Mexico",
us-ofac.b5a6851ee2193303ffa06b9972e15094d6d44a0d,strong,,,"Mugambazi, Kigali",
us-ofac.5f8a741f0c594d50a5e22a0a2aa42456722e0068,strong,,,"Tripoli, Libya",
us-ofac.cb88c2904c8c97bfa4e3c48067c96d1d0dfafee5,strong,,,"Tripoli, Libya",
us-ofac.7b60949d54b971f3bfb4a2d8a794ba82e9367a4f,strong,,,"Tripoli, Libya",
us-ofac.98ea2166ffb10ed7b29c4021ec996177fb31efaa,strong,,,"Sinaloa, Mexico",
us-ofac.8fde2ec4e55a7ef35e94539a2b1ae451471af5a0,strong,,,Mexico,
us-ofac.2de8b7c7ad31cd73eb301cd0e57b82350aa4a337,strong,,,"Sinaloa, Mexico",
us-ofac.1de83c88e50d2171a3fd76625c52b83db50be8a3,strong,,,"Sinaloa, Mexico",
us-ofac.be247b1be9671a4bce159317ab9f917fbff60d59,strong,,,"Sinaloa, Mexico",
us-ofac.984067b0f2b0ebaf0b22ebcea6c2d361d1dd88cd,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.9563bb990695667acf77f2a6d37996626a5e02b8,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.a42d6dfac4f3b3c0089f2e54fd4eaa9f1b508d03,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.c2a5e102dac7af134a5743c15c3eb6efa1500a64,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.2d004725cb529321dbf4e8a8d43d6384d979dd0f,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.2d004725cb529321dbf4e8a8d43d6384d979dd0f,weak,,,"Sonora, Mexico",
us-ofac.077053e14f97e368968c9a6623c51f623605b4b8,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.cddb39f624c793b078f34d44d42ef2422228975c,strong,,,"Baghdad, Iraq",
us-ofac.eac28635e065e568ecf2f851fededbac2b04bd68,strong,,,"Baghdad, Iraq",
us-ofac.669f41c25eebc9512e3ffeb0d841d829af5b0467,strong,,,"Al-Anbar, Iraq",
us-ofac.63b46bb3ab6f15c9860d2ef4cb7968b4deb04982,strong,,,"Baghdad, Iraq",
us-ofac.b8b336f741f817bfd8e1bda3476d8cc06e0bdb2a,strong,,,"Dur, Iraq",
us-ofac.6bbc1810cceba6939fe0b1d8a149b5bb6905d5d7,strong,,,"RAWAH CITY, IRAQ",
us-ofac.5e6bcab25262fd9e146035da667caaef1583f045,strong,,,"Guasavito, Guasave, Sinaloa, Mexico",
us-ofac.f9b19079b0b01f43f388023ea5f987a97e2eb45b,strong,,,"Morazan, El Progreso, Guatemala",
us-ofac.8b6846ab96cbeacf165313dac8124e3abbd8f44c,strong,,,"Landi Kotal, Pakistan",
us-ofac.d7eb45d072fa68ec87edef443949e6458e2d808d,strong,,,"Gereshk District, Helmund Province, Afghanistan",
us-ofac.d7eb45d072fa68ec87edef443949e6458e2d808d,weak,,,"Kabul City, Afghanistan",
us-ofac.2d7f92055b66ad25af511f7857bfde909a4b6fa5,strong,,,"Laupheim, Germany",
us-ofac.42397c14f34eb178212f064c01596470e7e31b66,strong,,,"Orihueca Cienaga, Magdalena, Colombia",
us-ofac.05b4563b472f5aef1cd6a7594575cd49f32f9178,strong,,,"Huila, Colombia",
us-ofac.aee7ecd9b76aadf477aea2f2a8355d923deeda98,strong,,,"Mercaderes, Cauca, Colombia",
us-ofac.8f675887416fc98e28495278e5112a020c2458af,strong,,,"El Paujil, Caqueta, Colombia",
us-ofac.5acbd41d4a0e002d7184dcaa475ebd96a6142634,strong,,,"El Paujil, Caqueta, Colombia",
us-ofac.3612b7abbf555600a8eca3f21bdd0007da6786a4,strong,,,"Icononzo, Tolima, Colombia",
us-ofac.812bdf6b3ae72563a3f0e48972dacc19e301a5cd,strong,,,"Bogota, Colombia",
us-ofac.812bdf6b3ae72563a3f0e48972dacc19e301a5cd,weak,,,"Natagaima, Tolima, Colombia",
us-ofac.9218c7b0d0a0b14509a1eb5e12815b1493c240e3,strong,,,"Tello, Huila, Colombia",
us-ofac.e3a2843596425225c49afafb1806fb6d89e4da70,strong,,,"Giron, Santander, Colombia",
us-ofac.1182c8bddf72c2ea28659134f079a72544a3fd38,strong,,,"Municipio de Nueva Granada, Norte de Santander, Colombia",
us-ofac.d9ec7340def6063f9621b5f41dbe1e5de3a15b7e,strong,,,"Florencia, Caqueta, Colombia",
us-ofac.e105e323243e960d19c322bd4b8ea66172ff53d9,strong,,,"Turbaco, Bolivar, Colombia",
us-ofac.7afe7d30e71d33e7260b8e1eafde7452637a89e2,strong,,,"Guacamayo, Santander, Colombia",
us-ofac.a2989361cb39b998558e300fef78b14b785ae41c,strong,,,"Deir Al-Balah, Gaza",
us-ofac.9f16c39e2a6f65c7a587ce2c748dfcb9e144dfcb,strong,,,Lebanon,
us-ofac.1433f6f4018efdec3cfa476f4fd0e49f26a5fb47,strong,,,"Beirut, Lebanon",
us-ofac.d0b8c03d0718a68510c99f1bc81060a477c89b04,strong,,,"Cali, Colombia",
us-ofac.594c1733b116863b80b3a44877a15042eec4a523,strong,,,"Cali, Colombia",
us-ofac.81f58182c75e603916a423bf76bb7f9b71624908,strong,,,"Cali, Colombia",
us-ofac.e604f2a0be17a8107d8ac415a7fe86656a4349e7,strong,,,"Sevilla, Valle, Colombia",
us-ofac.a48bb560ab8a4c4af8b6ec55770fb02146543ad6,strong,,,"Cali, Colombia",
us-ofac.235e9bf9e6493a03e2c8099bc27c70d320bfd43a,strong,,,"Cali, Colombia",
us-ofac.2793e8702b9c997c338a98c22e65a5cb1f92fa28,strong,,,"Cali, Colombia",
us-ofac.d077c81a09495aebd4558e5a479e0855e4577229,strong,,,"Barranquilla, Colombia",
us-ofac.c49474e6feafc03f564c90ebedbdcede55b8ef5b,strong,,,"Cali, Colombia",
us-ofac.bda6740eaee60a148f30585d50c7451ab911b1a7,strong,,,"Yacopi, Cundinamarca, Colombia",
us-ofac.ab9464a9f49f7ba36003d325f2fd4e9cd772845b,strong,,,"Cali, Colombia",
us-ofac.455c24db45c85997421b70eba0efba0f24e9fa2d,strong,,,"Cali, Colombia",
us-ofac.79692065245b03e06e1894691de4aaa97a731193,strong,,,"'Aniza, Saudi Arabia",
us-ofac.d711f0e9ae5c302023726146a379bb0f4b4dfa9f,strong,,,"Al-Karawiya, Saudi Arabia",
us-ofac.7d5dd9fd751e28e20c71d4645bc2dd9e67421c97,strong,,,"Al-Shefa, Al-Taif, Saudi Arabia",
us-ofac.43c96dccb698721365be4120280c06ba3f05f084,strong,,,"Kerman, Iran",
us-ofac.2379bb55adc37280bc3067f390a0fc20ec28beca,strong,,,"Qom, Iran",
us-ofac.94c0db974b00b2ccb5fe9701459450c6ba2b2241,strong,,,"Nasiriyah, Iraq",
us-ofac.858c8a81d777ac6e19e95637f86fd9f9d5c31937,strong,,,"Cali, Colombia",
us-ofac.0bb815cbb2c9079aff97e2555a0cc2f76b5c86e4,strong,,,"Cali, Colombia",
us-ofac.4eb6bbfb1a64db902ec4c8f4fdc95595381c692d,weak,,,"Rashayya al-Fuqhar, Lebanon",
us-ofac.4eb6bbfb1a64db902ec4c8f4fdc95595381c692d,weak,,,"Rashia al Foukhar, Lebanon",
us-ofac.4eb6bbfb1a64db902ec4c8f4fdc95595381c692d,strong,,,"Rashayya al-Fakhar, Lebanon",
us-ofac.3619e4e0e827165a5e14c1dc09abc22b1adbd44d,strong,,,"Al-Jahiliya, Shuf Mountains, Lebanon",
us-ofac.ac0686b8932fa33dbe03abe2e451f043de658c2f,strong,,,"Damascus, Syria",
us-ofac.b33cfcd765639fe32c953c32beef17e0b59ca9fb,strong,,,"Hama, Syria",
us-ofac.3aa21851acde934fc94722a00011506a66f6d1ca,strong,,,"Tehran, Iran",
us-ofac.c8c587e948e98ad921a7f4a66e5873b6a17c65b8,strong,,,"Tehran, Iran",
us-ofac.6794ab4078d9cac438408509c5e2f6d7ab7135ea,strong,,,"Chagai, Pakistan",
us-ofac.23deb078118cebe313d24b46d517418556598364,strong,,,"Khyber Agency, Pakistan",
us-ofac.0bde99a32adf7853d0d6c80ea98e7f6659730c78,strong,,,"Savsat, Turkey",
us-ofac.6175aa74d7becde0bc68046f384c6393d795d374,strong,,,"Hoorn, Netherlands",
us-ofac.f3990480ddc3136db4922f8366c6f8f2024f93c4,strong,,,"Kapellen, Belgium",
us-ofac.49f6af4c03cb6b6dd63f8118fbe0e752bda1bfd1,strong,,,"Lahore, Pakistan",
us-ofac.f823dd5abbb5d9b0eb8dafeb4929bad42df8d160,strong,,,"Dubai, United Arab Emirates",
us-ofac.2a2536fc236e311134ea890a4f165225d7c8447f,strong,,,"Chiswick, England",
us-ofac.dfceccfa84126e69f1561e2f2deb36a661f11649,strong,,,"Meftah, Algeria",
us-ofac.dfceccfa84126e69f1561e2f2deb36a661f11649,weak,,,"Khemis El Khechna, Algeria",
us-ofac.867fef9973107ede33f0e00204c8bc7c7cab228b,strong,,,"Guayabito, Pericos, Morocito, Sinaloa, Mexico",
us-ofac.39fb9b3161ae8e6cbd18e68c06daf55c4e64ee93,strong,,,"Jacola, Culiacan, Sinaloa, Mexico",
us-ofac.e51e2c49fba31d3326605355621366ebe351053a,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.76bb1e0cb9ca656e99ff70509e9c9062451407fe,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.96b8d604a8e98fc3d06eca0c1d916ba2b2cd7d15,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.4e7dea7059a7037007b0a07bdc60af3794ca0e0c,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.4e7dea7059a7037007b0a07bdc60af3794ca0e0c,weak,,,"Tijuana, Baja California, Mexico",
us-ofac.70b2d17b7b381194645f5abecc79ae9a25c97b67,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.0f9a36687cebc8de04c969d22fc82d471ac1abc6,strong,,,"Tijuana, Baja California, Mexico",
us-ofac.dc9838cad5e5094371363e99b94eaaa98932aab5,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.99550c1f2ce4999c2b89f3116ba1dd7a7652f535,strong,,,"Campo Tribolet, Perteneciente a la sindicatura de Sataya, Navolato, Sinaloa",
us-ofac.db758b83e203274913bd73ae19d66c8c5af26a2a,strong,,,"Zapote de los Moya, Mocorito, Sinaloa, Mexico",
us-ofac.a0d90782986465b7be9cfd4f8bac4ce44635ec14,strong,,,"Campo Loaiza, Sinaloa, Mexico",
us-ofac.d12f2b8f327d73b96e3da3cdea0ce440245ff497,strong,,,"Tijuana, Baja California, Mexico",
us-ofac.92e6cb1c3ba62ed32bd8a1960ed66f02eb0828fe,strong,,,"Tijuana, Baja California, Mexico",
us-ofac.32fc16cd6489f0e8805f27dff53d1da450a38880,strong,,,"Navolato, Sinaloa, Mexico",
us-ofac.137587424feb3feeb8a6985da9d263047680998e,strong,,,"Tamazula, Durango, Mexico",
us-ofac.24ac493b184cb1241ecd5a30b997c0d1201338f5,strong,,,"Sinaloa, Mexico",
us-ofac.da575ab4248d2691fcb84c8fbeef7f417d2ce610,strong,,,"Navolato, Sinaloa, Mexico",
us-ofac.e78d3e6af3d86b330b87abd6ff3e32a5758d1d64,strong,,,"Baghdad, Iraq",
us-ofac.0e871df7c6daab963899f6b5b4928324074fd280,strong,,,"Ninwa, Iraq",
us-ofac.7006113a18099fc4e050625b53565a8b072a99a8,strong,,,"Kermanshah, Iran",
us-ofac.93e3430731121a948cff528011e25758edbd575e,weak,,,"Chikomba District, Zimbabwe",
us-ofac.86e255d19154fff7d3ecc72a81faf2610c4c6785,strong,,,Colombia,
us-ofac.b54a73dffe59c9f5e966e2dccae41802a758606c,strong,,,Colombia,
us-ofac.066b5b5e8f702521176a9ed155700fd525d1822e,strong,,,Colombia,
us-ofac.a6696a53ce7cc6ba2084aeed8fdfa32c617068bf,strong,,,Colombia,
us-ofac.674b2f3543d8bdbb294b38cf17d16ab0bb821dab,strong,,,Colombia,
us-ofac.113d16f5141ce3fe6419512b33595f8bb4659e49,strong,,,"Sargodha, Punjab, Pakistan",
us-ofac.32184b0889579a7dde41d8974acb36704e2c3a39,strong,,,"Okara, Pakistan",
us-ofac.e6b06b4a9bc5bb34ca6585baab35b09cc3a2dde9,strong,,,"Faisalabad, Pakistan",
us-ofac.37ad0d4f38e8cf4f65f5082ccc26724508f244ab,strong,,,India,
us-ofac.4703446fb6e5f6e9bc758c63170ef36a2421077d,strong,,,"Fredonia, Antioquia, Colombia",
us-ofac.d304108fcd3b5be69ef9333fcc57d9a023f2a506,strong,,,"Medellin, Colombia",
us-ofac.2413a8a940fe81ec410565c9f12e5e12b3076f2b,strong,,,"Envigado, Antioquia, Colombia",
us-ofac.2926ff4fd726985bb7163ff68f9a57d58c968ff6,strong,,,Syria,
us-ofac.17545ee580a161cd7f1ecd49cd88dafb9ef5b2b6,strong,,,"Mosul, Iraq",
us-ofac.7c8961e035bfb4e525664470ebec76c7052f13a7,strong,,,"Danda, Miramshah, Afghanistan",
us-ofac.7c8961e035bfb4e525664470ebec76c7052f13a7,weak,,,"Khowst Province, Afghanistan",
us-ofac.7c8961e035bfb4e525664470ebec76c7052f13a7,weak,,,"Neka District, Paktika, Afghanistan",
us-ofac.7c8961e035bfb4e525664470ebec76c7052f13a7,weak,,,"Srana Village, Garda Saray District, Paktya Province, Afghanistan",
us-ofac.bc7e7d59b72faefc50f49ad1e7e9fb57d5517d26,strong,,,"Girardot, Cundinamarca, Colombia",
us-ofac.0aac2e308151d4285eef853a2ec3a71b72e4a5c1,strong,,,"Venecia, Cundinamarca, Colombia",
us-ofac.ffdc5848e0e38c2605b889a148fdd64f1e5f7826,strong,,,"Mogotes, Santander, Colombia",
us-ofac.64b2533db1d200f5468b43e88121b87e7d54ca0b,strong,,,"Gattaran, Cagayan Province, Philippines",
us-ofac.cd46b7ac0811ef16e7bd9aac9b7ef6b03e17224e,strong,,,"Bagac, Bagamanok, Catanduanes Province, Philippines",
us-ofac.ea63757b38362e29852d1dcee0dc387bb665fd6f,strong,,,"Punta, Santa Ana, Manila, Philippines",
us-ofac.a79010ad29a9ae6a423157c8d917cbeb077d3eb7,strong,,,"Arco, Lamitan, Basilan Province, Philippines",
us-ofac.81ff02a86e951577934695a4de18c6b56a08c386,strong,,,"24 Paraiso Street, Barangay Poblacion, Mandaluyong City, Manila, Philippines",
us-ofac.ba283c527163838dd41c914a19874bc5cfa39775,strong,,,"Sitio Banga Maiti, Barangay Tranghawan, Lambunao, Iloilo Province, Philippines",
us-ofac.3fae35f5d8b1a0bb1c6e1678e236c6fcff32ba06,strong,,,"Cebu City, Cebu Province, Philippines",
us-ofac.29ece5dc586009a95b651fd190a0ff3a2d220a0d,strong,,,"Najafabad, Iran",
us-ofac.15efdb624a391c5c091f17b8a9e74ad449fd6734,strong,,,"Esfahan, Iran",
us-ofac.958deb838806968fcc133dcb899513138cbd2348,strong,,,Lebanon,
us-ofac.61d232c98cadfdf92e08ec0d07193e467e91101b,weak,,,"Betechelida, Lebanon",
us-ofac.61d232c98cadfdf92e08ec0d07193e467e91101b,strong,,,Lebanon,
us-ofac.61d232c98cadfdf92e08ec0d07193e467e91101b,weak,,,"Baalbeck, Lebanon",
us-ofac.b0c1601ee918ec196d3d04c7942b5e4421d816cf,strong,,,"Muharraq, Bahrain",
us-ofac.3bb0670023e50a0d62ffd662acc29f38bb5ee30c,strong,,,"Doha, Qatar",
us-ofac.f5a892ad2405fbb8c71d04c11b8ed6f5d3bfaacd,strong,,,Bahrain,
us-ofac.7fcd18d2fb4c1f83439aed73f4e5dfb1a419d333,strong,,,"Nimroz, Afghanistan",
us-ofac.d7669604280c694a7d142d5460dffd4df07ecd9e,strong,,,"Culiacan, Sinaloa, Mexico",
us-ofac.d7669604280c694a7d142d5460dffd4df07ecd9e,weak,,,"Badiraguato, Sinaloa, Mexico",
us-ofac.d11d851e8fb6af8dd64de239f19bebf6af05a980,strong,,,"Maicao, Guajira, Colombia",
us-ofac.cf3daba56f941f31d163b1e82a48fff5eb95c72c,strong,,,Turkey,
us-ofac.ea8b8ca603f9d43c781c5984502877bc641933c6,strong,,,"Manila, Phillipines",
us-ofac.1eae4e21fc6c0b1bf7dd65b2f593d8035a7c2705,strong,,,"Andijan region, Uzbekistan",
us-ofac.bf8e0886c29996ea2355d096a5fb9f55498fdaca,strong,,,"Tashkent, Uzbekistan",
us-ofac.e28c4d9b47b68b561d10e9da8135346fb9bcb7c8,strong,,,"Zeribet El Oued, Biskra, Algeria",
us-ofac.c067b3b693bdbff6c79a4a52e25f9135667b2616,strong,,,"M'Hamid, Sidi Bel Abbas, Algeria",
us-ofac.bb09ecc21b8f0ba6541cf84fa914c6e400868d5b,strong,,,"Anser, Jijel, Algeria",
us-ofac.3c8412dbaf3a0d3876511e8801a4fbf1e57fbc1a,strong,,,"Touggourt, Ouargla, Algeria",
us-ofac.243c440d769a8b38422937f5f9f366e27addc83b,strong,,,"Puerto Lopez, Meta, Colombia",
us-ofac.ecb8bee6d23315f6f553de01ac80c8273fdfcc49,strong,,,"Bogota, Colombia",
us-ofac.03edbcf60bb669feaaa70e0f8f6a0ed744d7e923,strong,,,"Pacho, Cundinamarca, Colombia",
us-ofac.5d6c372b89f4ff76b261df7902b752c056dfbb69,strong,,,"Lejanias, Meta, Colombia",
us-ofac.de1409294aa6a24b058fe9a4cd6777ebd2b6024b,strong,,,"Ubala, Cundinamarca, Colombia",
us-ofac.d46fd07c76cf1385a7072e5393edc148aceff7c3,strong,,,"Acacias, Meta, Colombia",
us-ofac.fea110897b9c2e691ef8b8a3dbfe91c94a7155a2,strong,,,"San Jose del Guaviare, Guaviare, Colombia",
us-ofac.9d0896ee07e4fb7b173dff746c79619b4f14c977,strong,,,"Bogota, Colombia",
us-ofac.fa741e8743a71c30967179216a7ebac7cd657a35,strong,,,"El Castillo, Meta, Colombia",
us-ofac.92429b8e495081044ae7319358a5aee88d8e08ed,strong,,,"Ubala, Cundinamarca, Colombia",
us-ofac.2b441b922f716b941d201f97edf12f583fd5a82a,strong,,,"Santana, Boyaca, Colombia",
us-ofac.565037c6fff670b05f7fc5846d40f3737b1f42ae,strong,,,"Bogota, Colombia",
us-ofac.1611eb48ee6bd670717ec65c200610d75c635748,strong,,,"Hermosillo, Sonora, Mexico",
us-ofac.1611eb48ee6bd670717ec65c200610d75c635748,weak,,,"Distrito Federal, Mexico, Mexico",
us-ofac.262dce63f217b8bad0b41a7cf18c2835d971eefa,strong,,,"Hermosillo, Sonora, Mexico",
